player,nationality,age,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,team,Pos1,Pos2
Tariq Lamptey,eng ENG,18.0,6.5,9.0,3,8.0,1.0,0.0,0.0,9.0,0.0,9.0,91.0,17.0,18.7,39.0,32.0,20.0,13.0,1.0,0.0,12.0,18,27,15.0,1.0,Brighton,DF,
Ezequiel Schelotto,it ITA,30.0,4.0,6.0,5,4.0,1.0,1.0,0.0,5.0,0.0,5.0,47.0,14.0,29.8,26.0,14.0,7.0,7.0,0.0,0.0,7.0,7,13,17.0,0.0,Brighton,DF,
Alexis Mac Allister,ar ARG,20.0,3.9,9.0,4,4.0,3.0,2.0,4.0,9.0,44.4,5.0,105.0,25.0,23.8,27.0,51.0,27.0,14.0,1.0,0.0,13.0,1,10,1.0,0.0,Brighton,MF,FW
Alireza Jahanbakhsh,ir IRN,25.0,3.5,7.0,3,2.0,2.0,3.0,3.0,6.0,50.0,3.0,51.0,20.0,39.2,15.0,16.0,20.0,5.0,0.0,0.0,5.0,1,8,4.0,0.0,Brighton,FW,MF
Jürgen Locadia,nl NED,25.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,50.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,Brighton,MF,FW
Florin Andone,ro ROU,26.0,0.8,2.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,14.3,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0,2,1.0,0.0,Brighton,MF,FW
Gaëtan Bong,cm CMR,31.0,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,58.3,6.0,4.0,2.0,2.0,1.0,0.0,1.0,0,0,0.0,0.0,Brighton,MF,DF
Nick Pope,eng ENG,27.0,38.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2,0.0,1.0,Burnley,GK,
James Tarkowski,eng ENG,26.0,38.0,76.0,51,54.0,22.0,0.0,25.0,50.0,50.0,25.0,313.0,100.0,31.9,217.0,84.0,12.0,85.0,46.0,0.0,39.0,61,137,329.0,1.0,Burnley,DF,
Dwight McNeil,eng ENG,19.0,37.1,55.0,28,20.0,22.0,13.0,17.0,68.0,25.0,51.0,734.0,178.0,24.3,208.0,334.0,192.0,71.0,6.0,1.0,65.0,28,83,34.0,0.0,Burnley,MF,
Ashley Westwood,eng ENG,29.0,35.0,48.0,30,18.0,22.0,8.0,17.0,59.0,28.8,42.0,609.0,152.0,25.0,204.0,309.0,96.0,45.0,9.0,0.0,36.0,32,80,32.0,1.0,Burnley,MF,
Ben Mee,eng ENG,29.0,32.0,35.0,16,23.0,12.0,0.0,19.0,36.0,52.8,17.0,176.0,56.0,31.8,108.0,62.0,6.0,64.0,34.0,0.0,30.0,44,79,279.0,0.0,Burnley,DF,
Jack Cork,eng ENG,30.0,29.0,39.0,27,10.0,21.0,8.0,11.0,65.0,16.9,54.0,605.0,172.0,28.4,146.0,347.0,112.0,53.0,12.0,0.0,41.0,29,68,57.0,0.0,Burnley,MF,
Chris Wood,nz NZL,27.0,27.1,9.0,6,1.0,3.0,5.0,4.0,18.0,22.2,14.0,408.0,92.0,22.5,23.0,151.0,234.0,18.0,4.0,0.0,14.0,4,13,17.0,0.0,Burnley,FW,
Charlie Taylor,eng ENG,25.0,21.6,43.0,16,26.0,14.0,3.0,17.0,43.0,39.5,26.0,224.0,65.0,29.0,117.0,79.0,28.0,60.0,7.0,0.0,53.0,29,72,106.0,1.0,Burnley,DF,
Jeff Hendrick,ie IRL,27.0,21.5,18.0,10,7.0,7.0,4.0,2.0,30.0,6.7,28.0,356.0,69.0,19.4,83.0,175.0,98.0,35.0,7.0,0.0,28.0,19,37,19.0,0.0,Burnley,MF,
Phil Bardsley,sco SCO,34.0,21.0,55.0,33,21.0,25.0,9.0,18.0,33.0,54.5,15.0,234.0,65.0,27.8,101.0,111.0,22.0,43.0,12.0,1.0,31.0,29,84,88.0,0.0,Burnley,DF,
Erik Pieters,nl NED,30.0,20.9,58.0,41,23.0,32.0,3.0,22.0,62.0,35.5,40.0,345.0,85.0,24.6,162.0,141.0,42.0,65.0,8.0,0.0,57.0,27,85,89.0,0.0,Burnley,DF,MF
Jay Rodriguez,eng ENG,30.0,22.4,33.0,17,7.0,16.0,10.0,6.0,36.0,16.7,30.0,574.0,150.0,26.1,77.0,244.0,253.0,43.0,11.0,0.0,32.0,5,38,7.0,0.0,Burnley,FW,
Matthew Lowton,eng ENG,30.0,17.0,44.0,24,20.0,21.0,3.0,24.0,43.0,55.8,19.0,202.0,60.0,29.7,99.0,74.0,29.0,42.0,9.0,1.0,33.0,26,70,79.0,1.0,Burnley,DF,
Ashley Barnes,at AUT,29.0,15.0,6.0,4,1.0,3.0,2.0,2.0,13.0,15.4,11.0,275.0,63.0,22.9,20.0,121.0,134.0,17.0,4.0,0.0,13.0,6,12,14.0,0.0,Burnley,FW,
Josh Brownhill,eng ENG,23.0,8.9,15.0,8,6.0,7.0,2.0,1.0,7.0,14.3,6.0,111.0,31.0,27.9,36.0,54.0,21.0,10.0,3.0,0.0,7.0,13,28,16.0,0.0,Burnley,MF,
Matěj Vydra,cz CZE,27.0,9.1,4.0,2,1.0,2.0,1.0,2.0,6.0,33.3,4.0,184.0,47.0,25.5,15.0,66.0,103.0,12.0,3.0,0.0,9.0,1,5,7.0,0.0,Burnley,FW,
Jóhann Berg Guðmundsson,is ISL,28.0,6.9,7.0,3,2.0,1.0,4.0,2.0,9.0,22.2,7.0,105.0,19.0,18.1,34.0,35.0,36.0,10.0,1.0,0.0,9.0,7,14,8.0,0.0,Burnley,MF,
Kevin Long,ie IRL,28.0,6.3,10.0,8,8.0,2.0,0.0,3.0,8.0,37.5,5.0,54.0,17.0,31.5,35.0,17.0,2.0,15.0,9.0,0.0,6.0,4,14,39.0,0.0,Burnley,DF,
Robbie Brady,ie IRL,27.0,5.0,10.0,5,7.0,3.0,0.0,2.0,9.0,22.2,7.0,126.0,28.0,22.2,46.0,53.0,27.0,14.0,2.0,0.0,12.0,5,15,8.0,0.0,Burnley,MF,
Aaron Lennon,eng ENG,32.0,5.5,15.0,9,7.0,4.0,4.0,9.0,14.0,64.3,5.0,143.0,27.0,18.9,37.0,67.0,39.0,8.0,2.0,0.0,6.0,7,22,6.0,0.0,Burnley,MF,
Danny Drinkwater,eng ENG,29.0,0.6,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,5.0,21.7,10.0,10.0,3.0,1.0,0.0,0.0,1.0,1,3,0.0,0.0,Burnley,MF,
Max Thompson,eng ENG,17.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Burnley,FW,
César Azpilicueta,es ESP,29.0,35.9,102.0,61,50.0,38.0,14.0,37.0,74.0,50.0,37.0,568.0,186.0,32.7,250.0,221.0,97.0,81.0,20.0,0.0,61.0,66,168,146.0,0.0,Chelsea,DF,
Kepa Arrizabalaga,es ESP,24.0,33.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,2.0,Chelsea,GK,
Mason Mount,eng ENG,20.0,31.9,48.0,31,14.0,21.0,13.0,13.0,47.0,27.7,34.0,729.0,204.0,28.0,121.0,339.0,269.0,26.0,1.0,0.0,25.0,15,63,16.0,0.0,Chelsea,MF,FW
Willian,br BRA,30.0,28.9,43.0,27,13.0,22.0,8.0,11.0,51.0,21.6,40.0,527.0,150.0,28.5,98.0,261.0,168.0,22.0,1.0,0.0,21.0,20,63,11.0,0.0,Chelsea,FW,
Jorginho,it ITA,27.0,26.4,69.0,44,22.0,35.0,12.0,27.0,85.0,31.8,58.0,556.0,162.0,29.1,187.0,298.0,71.0,41.0,5.0,1.0,36.0,64,133,34.0,0.0,Chelsea,MF,
Kurt Zouma,fr FRA,24.0,26.0,33.0,17,25.0,8.0,0.0,3.0,8.0,37.5,5.0,177.0,55.0,31.1,102.0,72.0,3.0,34.0,16.0,0.0,18.0,55,88,181.0,3.0,Chelsea,DF,
Tammy Abraham,eng ENG,21.0,24.6,14.0,10,4.0,5.0,5.0,4.0,16.0,25.0,12.0,430.0,130.0,30.2,19.0,169.0,242.0,23.0,5.0,0.0,18.0,5,19,26.0,0.0,Chelsea,FW,
Mateo Kovačić,hr CRO,25.0,23.0,80.0,55,31.0,42.0,7.0,30.0,78.0,38.5,48.0,533.0,173.0,32.5,152.0,281.0,100.0,28.0,2.0,0.0,26.0,20,100,17.0,0.0,Chelsea,MF,
Andreas Christensen,dk DEN,23.0,19.5,41.0,20,25.0,13.0,3.0,11.0,24.0,45.8,13.0,156.0,57.0,36.5,90.0,62.0,4.0,22.0,9.0,0.0,13.0,31,72,104.0,0.0,Chelsea,DF,
N'Golo Kanté,fr FRA,28.0,19.2,58.0,43,29.0,22.0,7.0,12.0,33.0,36.4,21.0,438.0,141.0,32.2,153.0,190.0,95.0,43.0,3.0,0.0,40.0,46,104,35.0,0.0,Chelsea,MF,
Christian Pulisic,us USA,20.0,19.1,31.0,19,17.0,10.0,4.0,11.0,35.0,31.4,24.0,380.0,112.0,29.5,91.0,171.0,118.0,23.0,0.0,0.0,23.0,7,38,11.0,0.0,Chelsea,FW,
Antonio Rüdiger,de GER,26.0,19.0,43.0,24,28.0,13.0,2.0,13.0,21.0,61.9,8.0,166.0,64.0,38.6,99.0,64.0,3.0,27.0,8.0,0.0,19.0,13,56,108.0,2.0,Chelsea,DF,
Reece James,eng ENG,19.0,16.8,42.0,23,20.0,17.0,5.0,14.0,31.0,45.2,17.0,271.0,73.0,26.9,124.0,113.0,34.0,46.0,8.0,0.0,38.0,23,65,39.0,0.0,Chelsea,DF,
Marcos Alonso,es ESP,28.0,15.9,27.0,19,17.0,6.0,4.0,5.0,28.0,17.9,23.0,215.0,88.0,40.9,89.0,84.0,42.0,30.0,1.0,0.0,29.0,20,47,48.0,0.0,Chelsea,DF,
Fikayo Tomori,eng ENG,21.0,14.3,30.0,15,19.0,10.0,1.0,7.0,13.0,53.8,6.0,149.0,48.0,32.2,82.0,64.0,3.0,29.0,9.0,0.0,20.0,20,50,93.0,2.0,Chelsea,DF,
Ross Barkley,eng ENG,25.0,12.3,16.0,11,6.0,8.0,2.0,4.0,17.0,23.5,13.0,171.0,50.0,29.2,17.0,96.0,58.0,11.0,3.0,1.0,8.0,8,24,12.0,0.0,Chelsea,MF,
Emerson Palmieri,it ITA,24.0,11.4,22.0,7,9.0,10.0,3.0,6.0,13.0,46.2,7.0,126.0,44.0,34.9,37.0,60.0,29.0,31.0,2.0,0.0,29.0,17,39,22.0,0.0,Chelsea,DF,
Olivier Giroud,fr FRA,32.0,11.0,4.0,3,1.0,3.0,0.0,0.0,10.0,0.0,10.0,203.0,58.0,28.6,10.0,98.0,95.0,20.0,6.0,0.0,14.0,2,6,13.0,0.0,Chelsea,FW,
Pedro,es ESP,32.0,7.3,17.0,10,7.0,7.0,3.0,3.0,18.0,16.7,15.0,152.0,49.0,32.2,34.0,72.0,46.0,7.0,0.0,0.0,7.0,9,26,1.0,0.0,Chelsea,FW,
Callum Hudson-Odoi,eng ENG,18.0,9.6,8.0,5,5.0,2.0,1.0,1.0,10.0,10.0,9.0,121.0,29.0,24.0,22.0,59.0,40.0,18.0,0.0,0.0,18.0,2,10,6.0,0.0,Chelsea,FW,
Willy Caballero,ar ARG,37.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Chelsea,GK,
Ruben Loftus-Cheek,eng ENG,23.0,2.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,10.0,47.6,8.0,4.0,9.0,3.0,1.0,0.0,2.0,1,1,3.0,0.0,Chelsea,MF,FW
Billy Gilmour,sco SCO,18.0,2.2,6.0,4,4.0,2.0,0.0,3.0,6.0,50.0,3.0,36.0,14.0,38.9,15.0,20.0,1.0,6.0,0.0,0.0,6.0,3,9,1.0,0.0,Chelsea,MF,
Michy Batshuayi,be BEL,25.0,2.7,2.0,1,2.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,17.0,23.6,5.0,34.0,33.0,4.0,2.0,0.0,2.0,0,2,1.0,0.0,Chelsea,FW,
Tariq Lamptey,eng ENG,18.0,0.4,2.0,0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,Chelsea,DF,
Faustino Anjorin,eng ENG,17.0,0.2,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,Chelsea,FW,
Armando Broja,al ALB,17.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Chelsea,FW,
Wilfried Zaha,ci CIV,26.0,36.4,45.0,31,16.0,15.0,14.0,10.0,45.0,22.2,35.0,813.0,237.0,29.2,230.0,343.0,240.0,33.0,2.0,0.0,31.0,16,61,4.0,0.0,Crystal Palace,MF,FW
Jordan Ayew,gh GHA,27.0,35.0,54.0,29,16.0,21.0,17.0,15.0,45.0,33.3,30.0,1018.0,219.0,21.5,178.0,515.0,325.0,35.0,6.0,0.0,29.0,13,67,20.0,0.0,Crystal Palace,FW,MF
James McArthur,sco SCO,31.0,34.3,110.0,70,50.0,46.0,14.0,36.0,106.0,34.0,70.0,932.0,263.0,28.2,368.0,438.0,126.0,97.0,24.0,1.0,73.0,61,171,57.0,0.0,Crystal Palace,MF,
Vicente Guaita,es ESP,32.0,35.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,Crystal Palace,GK,
Cheikhou Kouyaté,sn SEN,29.0,28.1,70.0,45,45.0,23.0,2.0,23.0,50.0,46.0,27.0,418.0,123.0,29.4,190.0,178.0,50.0,60.0,13.0,0.0,47.0,38,108,79.0,1.0,Crystal Palace,MF,DF
Patrick van Aanholt,nl NED,28.0,27.9,51.0,32,33.0,16.0,2.0,22.0,54.0,40.7,32.0,267.0,74.0,27.7,159.0,71.0,37.0,57.0,13.0,1.0,44.0,46,97,67.0,3.0,Crystal Palace,DF,
Luka Milivojević,rs SRB,28.0,27.9,60.0,37,34.0,24.0,2.0,28.0,76.0,36.8,48.0,519.0,135.0,26.0,249.0,229.0,41.0,47.0,8.0,0.0,39.0,39,99,66.0,1.0,Crystal Palace,MF,
Joel Ward,eng ENG,29.0,26.5,67.0,31,44.0,18.0,5.0,28.0,54.0,51.9,26.0,318.0,84.0,26.4,198.0,87.0,33.0,46.0,4.0,1.0,42.0,52,119,106.0,1.0,Crystal Palace,DF,
Gary Cahill,eng ENG,33.0,24.1,18.0,12,13.0,5.0,0.0,6.0,15.0,40.0,9.0,106.0,35.0,33.0,75.0,23.0,8.0,45.0,24.0,0.0,21.0,18,36,134.0,0.0,Crystal Palace,DF,
James Tomkins,eng ENG,30.0,17.6,30.0,14,23.0,7.0,0.0,12.0,18.0,66.7,6.0,138.0,45.0,32.6,98.0,35.0,5.0,33.0,15.0,0.0,18.0,23,53,138.0,0.0,Crystal Palace,DF,
Martin Kelly,eng ENG,29.0,17.2,24.0,18,18.0,6.0,0.0,12.0,29.0,41.4,17.0,181.0,63.0,34.8,129.0,42.0,10.0,50.0,15.0,0.0,35.0,15,39,102.0,3.0,Crystal Palace,DF,
James McCarthy,ie IRL,28.0,18.7,77.0,42,33.0,37.0,7.0,30.0,69.0,43.5,39.0,419.0,125.0,29.8,163.0,208.0,48.0,35.0,5.0,0.0,30.0,27,104,19.0,1.0,Crystal Palace,MF,
Andros Townsend,eng ENG,28.0,14.4,32.0,20,14.0,13.0,5.0,14.0,36.0,38.9,22.0,290.0,65.0,22.4,104.0,126.0,60.0,28.0,0.0,0.0,28.0,16,48,10.0,0.0,Crystal Palace,MF,
Scott Dann,eng ENG,32.0,14.1,12.0,5,10.0,2.0,0.0,7.0,14.0,50.0,7.0,41.0,16.0,39.0,29.0,12.0,0.0,17.0,6.0,0.0,11.0,14,26,80.0,0.0,Crystal Palace,DF,
Christian Benteke,be BEL,28.0,14.0,9.0,5,0.0,6.0,3.0,1.0,8.0,12.5,7.0,178.0,49.0,27.5,4.0,70.0,104.0,14.0,6.0,0.0,8.0,4,13,25.0,0.0,Crystal Palace,FW,
Jeffrey Schlupp,gh GHA,26.0,11.5,20.0,6,12.0,8.0,0.0,3.0,13.0,23.1,10.0,149.0,36.0,24.2,55.0,71.0,23.0,25.0,3.0,0.0,22.0,13,33,15.0,0.0,Crystal Palace,MF,DF
Mamadou Sakho,fr FRA,29.0,10.3,12.0,7,10.0,1.0,1.0,0.0,5.0,0.0,5.0,53.0,15.0,28.3,34.0,19.0,0.0,15.0,5.0,0.0,10.0,22,34,53.0,1.0,Crystal Palace,DF,
Jaïro Riedewald,nl NED,22.0,8.5,15.0,12,5.0,8.0,2.0,8.0,13.0,61.5,5.0,118.0,40.0,33.9,50.0,52.0,16.0,13.0,2.0,0.0,11.0,15,30,17.0,0.0,Crystal Palace,DF,MF
Max Meyer,de GER,23.0,7.3,17.0,8,9.0,8.0,0.0,4.0,17.0,23.5,13.0,144.0,39.0,27.1,64.0,63.0,17.0,13.0,1.0,0.0,12.0,9,26,3.0,0.0,Crystal Palace,MF,FW
Wayne Hennessey,wal WAL,32.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,Crystal Palace,GK,
Tyrick Mitchell,eng ENG,19.0,2.2,6.0,2,4.0,0.0,2.0,1.0,9.0,11.1,8.0,48.0,13.0,27.1,24.0,15.0,9.0,6.0,0.0,0.0,6.0,3,9,1.0,0.0,Crystal Palace,DF,
Cenk Tosun,tr TUR,28.0,2.0,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,11.0,15.7,16.0,41.0,13.0,3.0,0.0,0.0,3.0,0,2,1.0,0.0,Crystal Palace,FW,
Connor Wickham,eng ENG,26.0,1.1,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,35.7,3.0,13.0,12.0,3.0,1.0,0.0,2.0,0,2,1.0,0.0,Crystal Palace,FW,MF
Brandon Pierrick,eng ENG,17.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,Crystal Palace,MF,
Víctor Camarasa,es ESP,25.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Crystal Palace,MF,
Jordan Pickford,eng ENG,25.0,38.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0,3.0,37.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,Everton,GK,
Richarlison,br BRA,22.0,34.1,68.0,45,26.0,28.0,14.0,19.0,57.0,33.3,38.0,709.0,188.0,26.5,120.0,332.0,257.0,34.0,5.0,0.0,29.0,12,80,48.0,0.0,Everton,FW,
Lucas Digne,fr FRA,26.0,33.7,87.0,39,58.0,22.0,7.0,30.0,67.0,44.8,37.0,496.0,133.0,26.8,249.0,156.0,91.0,69.0,10.0,0.0,59.0,46,133,145.0,1.0,Everton,DF,
Dominic Calvert-Lewin,eng ENG,22.0,29.2,15.0,11,1.0,9.0,5.0,3.0,18.0,16.7,15.0,471.0,130.0,27.6,11.0,191.0,269.0,22.0,5.0,0.0,17.0,6,21,34.0,0.0,Everton,FW,
Gylfi Sigurðsson,is ISL,29.0,28.4,60.0,45,15.0,31.0,14.0,24.0,88.0,27.3,64.0,652.0,165.0,25.3,158.0,348.0,146.0,49.0,5.0,0.0,44.0,36,96,16.0,1.0,Everton,MF,
Michael Keane,eng ENG,26.0,28.4,41.0,26,26.0,14.0,1.0,15.0,27.0,55.6,12.0,189.0,65.0,34.4,124.0,60.0,5.0,52.0,27.0,0.0,25.0,46,87,208.0,1.0,Everton,DF,
Yerry Mina,co COL,24.0,25.4,43.0,20,30.0,11.0,2.0,15.0,27.0,55.6,12.0,229.0,66.0,28.8,155.0,60.0,14.0,37.0,18.0,0.0,19.0,29,72,178.0,1.0,Everton,DF,
Mason Holgate,eng ENG,22.0,22.8,50.0,28,34.0,15.0,1.0,21.0,37.0,56.8,16.0,242.0,77.0,31.8,146.0,83.0,13.0,32.0,16.0,1.0,16.0,32,82,145.0,1.0,Everton,DF,
Tom Davies,eng ENG,21.0,22.5,36.0,18,13.0,16.0,7.0,8.0,51.0,15.7,43.0,427.0,99.0,23.2,158.0,211.0,58.0,34.0,4.0,0.0,30.0,34,70,35.0,1.0,Everton,MF,
Séamus Coleman,ie IRL,30.0,20.4,50.0,31,30.0,17.0,3.0,21.0,35.0,60.0,14.0,216.0,78.0,36.1,113.0,81.0,22.0,43.0,10.0,0.0,33.0,24,74,56.0,1.0,Everton,DF,
Alex Iwobi,ng NGA,23.0,17.7,27.0,14,11.0,14.0,2.0,10.0,33.0,30.3,23.0,369.0,96.0,26.0,99.0,181.0,89.0,20.0,3.0,0.0,17.0,13,40,13.0,1.0,Everton,MF,FW
Djibril Sidibé,fr FRA,27.0,20.3,84.0,40,48.0,21.0,15.0,34.0,72.0,47.2,38.0,392.0,114.0,29.1,200.0,130.0,62.0,37.0,3.0,0.0,34.0,41,125,50.0,0.0,Everton,DF,
André Gomes,pt POR,26.0,16.2,32.0,24,13.0,14.0,5.0,7.0,63.0,11.1,56.0,367.0,93.0,25.3,126.0,195.0,46.0,28.0,3.0,0.0,25.0,7,39,10.0,0.0,Everton,MF,
Theo Walcott,eng ENG,30.0,14.3,17.0,8,10.0,5.0,2.0,5.0,14.0,35.7,9.0,190.0,46.0,24.2,53.0,85.0,52.0,18.0,1.0,0.0,17.0,8,25,5.0,0.0,Everton,MF,FW
Bernard,br BRA,26.0,14.2,25.0,14,9.0,10.0,6.0,6.0,39.0,15.4,33.0,271.0,69.0,25.5,64.0,143.0,64.0,30.0,2.0,0.0,28.0,16,41,8.0,0.0,Everton,MF,FW
Fabian Delph,eng ENG,29.0,13.2,29.0,11,11.0,11.0,7.0,11.0,32.0,34.4,21.0,189.0,55.0,29.1,76.0,87.0,26.0,22.0,6.0,0.0,16.0,16,45,19.0,1.0,Everton,MF,
Morgan Schneiderlin,fr FRA,29.0,11.1,32.0,19,14.0,16.0,2.0,9.0,34.0,26.5,25.0,230.0,58.0,25.2,89.0,122.0,19.0,22.0,3.0,0.0,19.0,21,53,24.0,0.0,Everton,MF,
Moise Kean,it ITA,19.0,9.5,7.0,6,2.0,2.0,3.0,0.0,3.0,0.0,3.0,119.0,36.0,30.3,12.0,50.0,57.0,4.0,1.0,0.0,3.0,6,13,3.0,0.0,Everton,FW,
Anthony Gordon,eng ENG,18.0,4.9,8.0,6,4.0,4.0,0.0,1.0,14.0,7.1,13.0,120.0,25.0,20.8,39.0,61.0,20.0,12.0,2.0,0.0,10.0,8,16,3.0,0.0,Everton,MF,FW
Leighton Baines,eng ENG,34.0,4.5,10.0,6,7.0,2.0,1.0,2.0,7.0,28.6,5.0,51.0,14.0,27.5,28.0,10.0,13.0,11.0,2.0,0.0,9.0,5,15,12.0,0.0,Everton,DF,
Jarrad Branthwaite,eng ENG,17.0,3.3,7.0,7,5.0,2.0,0.0,1.0,4.0,25.0,3.0,33.0,16.0,48.5,21.0,11.0,1.0,5.0,3.0,0.0,2.0,1,8,17.0,0.0,Everton,DF,
Cenk Tosun,tr TUR,28.0,3.2,2.0,0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,54.0,16.0,29.6,1.0,21.0,32.0,2.0,1.0,0.0,1.0,0,2,1.0,0.0,Everton,FW,
Jean-Philippe Gbamin,ci CIV,23.0,1.5,5.0,4,2.0,1.0,2.0,1.0,4.0,25.0,3.0,29.0,13.0,44.8,13.0,11.0,5.0,2.0,0.0,0.0,2.0,1,6,6.0,0.0,Everton,MF,
Oumar Niasse,sn SEN,29.0,0.2,4.0,1,0.0,2.0,2.0,2.0,2.0,100.0,0.0,9.0,1.0,11.1,1.0,5.0,3.0,2.0,0.0,0.0,2.0,1,5,0.0,0.0,Everton,FW,
