player,nationality,age,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,team,Pos1,Pos2
Eric Dier,eng ENG,25.0,14.9,876.0,857.0,19.0,18.0,0.0,140.0,28.0,3,0.0,0.0,0.0,0.0,597.0,100.0,179.0,118.0,653.0,55.0,1.0,2.0,713.0,4.0,13.0,16.0,7.0,Tottenham,DF,MF
Érik Lamela,ar ARG,27.0,13.5,596.0,541.0,55.0,9.0,2.0,143.0,24.0,49,40.0,28.0,7.0,1.0,431.0,77.0,88.0,518.0,57.0,13.0,1.0,7.0,469.0,2.0,7.0,16.0,23.0,Tottenham,MF,FW
Tanguy Ndombele,fr FRA,22.0,11.2,629.0,608.0,21.0,15.0,0.0,137.0,13.0,12,6.0,1.0,1.0,2.0,507.0,65.0,57.0,59.0,555.0,10.0,0.0,1.0,532.0,4.0,8.0,10.0,19.0,Tottenham,MF,
Christian Eriksen,dk DEN,27.0,12.2,743.0,659.0,84.0,26.0,4.0,119.0,35.0,72,46.0,18.0,16.0,5.0,468.0,111.0,164.0,173.0,532.0,23.0,10.0,2.0,549.0,4.0,9.0,18.0,19.0,Tottenham,MF,FW
Danny Rose,eng ENG,29.0,9.9,572.0,480.0,92.0,17.0,0.0,69.0,5.0,39,1.0,0.0,1.0,0.0,353.0,91.0,128.0,412.0,67.0,13.0,74.0,0.0,435.0,3.0,1.0,15.0,22.0,Tottenham,DF,
Steven Bergwijn,nl NED,21.0,7.8,259.0,247.0,12.0,4.0,0.0,68.0,2.0,10,3.0,2.0,0.0,0.0,178.0,50.0,31.0,11.0,224.0,11.0,2.0,5.0,225.0,0.0,5.0,2.0,3.0,Tottenham,FW,MF
Japhet Tanganga,eng ENG,20.0,5.8,232.0,195.0,37.0,4.0,0.0,38.0,5.0,2,0.0,0.0,0.0,0.0,135.0,59.0,38.0,21.0,151.0,13.0,33.0,1.0,188.0,0.0,5.0,3.0,11.0,Tottenham,DF,
Ryan Sessegnon,eng ENG,19.0,3.8,195.0,168.0,27.0,2.0,0.0,39.0,5.0,13,1.0,0.0,1.0,0.0,119.0,42.0,34.0,151.0,11.0,4.0,24.0,0.0,145.0,0.0,1.0,4.0,8.0,Tottenham,DF,
Kyle Walker-Peters,eng ENG,22.0,2.7,214.0,187.0,27.0,4.0,0.0,32.0,3.0,8,0.0,0.0,0.0,0.0,154.0,33.0,27.0,15.0,171.0,5.0,23.0,0.0,183.0,1.0,1.0,3.0,6.0,Tottenham,DF,
Oliver Skipp,eng ENG,18.0,0.9,38.0,38.0,0.0,0.0,0.0,5.0,1.0,0,0.0,0.0,0.0,0.0,31.0,2.0,5.0,2.0,32.0,4.0,0.0,0.0,33.0,0.0,2.0,2.0,0.0,Tottenham,MF,DF
Juan Foyth,ar ARG,21.0,0.8,60.0,52.0,8.0,1.0,0.0,12.0,3.0,0,0.0,0.0,0.0,0.0,44.0,8.0,8.0,6.0,46.0,0.0,7.0,0.0,53.0,1.0,1.0,1.0,0.0,Tottenham,DF,
Gedson Fernandes,pt POR,20.0,0.8,51.0,44.0,7.0,1.0,0.0,11.0,0.0,6,0.0,0.0,0.0,0.0,30.0,14.0,7.0,4.0,39.0,2.0,6.0,0.0,40.0,0.0,1.0,0.0,3.0,Tottenham,MF,DF
Victor Wanyama,ke KEN,28.0,0.3,19.0,17.0,2.0,1.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,12.0,4.0,3.0,0.0,16.0,2.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,Tottenham,MF,
Troy Parrott,ie IRL,17.0,0.1,5.0,4.0,1.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,Tottenham,MF,
Georges-Kévin N'Koudou,fr FRA,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham,FW,
Ben Foster,eng ENG,36.0,38.0,1201.0,734.0,467.0,174.0,0.0,96.0,56.0,0,0.0,0.0,0.0,0.0,174.0,56.0,971.0,793.0,162.0,0.0,1.0,122.0,533.0,13.0,36.0,7.0,3.0,Watford,GK,
Abdoulaye Doucouré,fr FRA,26.0,35.1,1658.0,1645.0,13.0,8.0,2.0,348.0,24.0,26,1.0,0.0,0.0,0.0,1171.0,295.0,192.0,260.0,1283.0,68.0,0.0,6.0,1302.0,4.0,19.0,29.0,64.0,Watford,MF,
Étienne Capoue,fr FRA,31.0,29.2,1430.0,1348.0,82.0,38.0,4.0,185.0,76.0,23,7.0,4.0,3.0,0.0,838.0,246.0,346.0,212.0,1069.0,104.0,3.0,9.0,1158.0,3.0,17.0,15.0,20.0,Watford,MF,
Craig Cathcart,nir NIR,30.0,27.6,864.0,841.0,23.0,18.0,0.0,138.0,32.0,1,0.0,0.0,0.0,0.0,521.0,120.0,223.0,196.0,549.0,75.0,5.0,3.0,719.0,2.0,14.0,7.0,5.0,Watford,DF,
Will Hughes,eng ENG,24.0,25.0,920.0,856.0,64.0,26.0,2.0,170.0,25.0,69,36.0,20.0,5.0,7.0,543.0,188.0,189.0,702.0,148.0,42.0,2.0,6.0,676.0,6.0,18.0,24.0,30.0,Watford,MF,FW
Craig Dawson,eng ENG,29.0,26.2,908.0,878.0,30.0,13.0,1.0,149.0,52.0,4,0.0,0.0,0.0,0.0,531.0,143.0,234.0,53.0,719.0,64.0,17.0,9.0,729.0,5.0,24.0,8.0,13.0,Watford,DF,
Christian Kabasele,be BEL,28.0,25.0,636.0,623.0,13.0,11.0,0.0,96.0,25.0,0,0.0,0.0,0.0,0.0,341.0,99.0,196.0,47.0,511.0,52.0,2.0,2.0,484.0,1.0,13.0,8.0,7.0,Watford,DF,
Kiko Femenía,es ESP,28.0,24.9,1290.0,1008.0,282.0,16.0,0.0,164.0,23.0,68,2.0,1.0,1.0,0.0,680.0,301.0,309.0,145.0,807.0,55.0,264.0,4.0,996.0,1.0,21.0,31.0,37.0,Watford,DF,
Troy Deeney,eng ENG,31.0,24.7,707.0,685.0,22.0,0.0,4.0,257.0,6.0,10,1.0,0.0,0.0,0.0,243.0,254.0,210.0,26.0,397.0,122.0,1.0,13.0,405.0,6.0,24.0,17.0,30.0,Watford,FW,
Gerard Deulofeu,es ESP,25.0,23.3,823.0,731.0,92.0,30.0,3.0,178.0,25.0,91,33.0,14.0,11.0,4.0,544.0,151.0,128.0,66.0,732.0,9.0,8.0,6.0,603.0,4.0,9.0,20.0,48.0,Watford,FW,
Ismaila Sarr,sn SEN,21.0,22.5,602.0,592.0,10.0,2.0,3.0,143.0,12.0,97,1.0,0.0,1.0,0.0,401.0,113.0,88.0,41.0,526.0,15.0,1.0,5.0,438.0,3.0,13.0,15.0,29.0,Watford,FW,MF
Adam Masina,it ITA,25.0,20.2,934.0,716.0,218.0,17.0,0.0,162.0,39.0,68,8.0,5.0,1.0,1.0,322.0,168.0,444.0,568.0,62.0,67.0,193.0,5.0,582.0,6.0,23.0,8.0,32.0,Watford,DF,
Roberto Pereyra,ar ARG,28.0,18.3,654.0,614.0,40.0,5.0,4.0,121.0,15.0,31,22.0,9.0,6.0,1.0,410.0,140.0,104.0,91.0,503.0,36.0,12.0,7.0,538.0,1.0,10.0,16.0,18.0,Watford,FW,MF
Adrian Mariappa,jm JAM,32.0,16.8,585.0,451.0,134.0,7.0,1.0,73.0,12.0,21,0.0,0.0,0.0,0.0,253.0,121.0,211.0,44.0,356.0,42.0,127.0,0.0,426.0,2.0,15.0,6.0,10.0,Watford,DF,
José Holebas,gr GRE,35.0,11.4,608.0,422.0,186.0,17.0,0.0,85.0,31.0,70,36.0,12.0,17.0,5.0,252.0,133.0,223.0,373.0,48.0,32.0,133.0,0.0,431.0,1.0,11.0,10.0,11.0,Watford,DF,
Tom Cleverley,eng ENG,29.0,10.8,469.0,441.0,28.0,14.0,1.0,72.0,14.0,28,6.0,1.0,2.0,2.0,280.0,79.0,110.0,54.0,377.0,26.0,5.0,2.0,366.0,3.0,9.0,4.0,10.0,Watford,MF,
Nathaniel Chalobah,eng ENG,24.0,10.3,358.0,335.0,23.0,7.0,2.0,89.0,15.0,21,13.0,2.0,2.0,5.0,211.0,76.0,71.0,61.0,259.0,22.0,2.0,0.0,263.0,1.0,7.0,6.0,18.0,Watford,MF,
Danny Welbeck,eng ENG,28.0,9.1,168.0,160.0,8.0,0.0,0.0,44.0,1.0,1,1.0,0.0,1.0,0.0,113.0,31.0,24.0,8.0,128.0,11.0,2.0,2.0,131.0,0.0,1.0,2.0,6.0,Watford,FW,MF
Andre Gray,eng ENG,28.0,8.4,155.0,147.0,8.0,0.0,2.0,55.0,2.0,5,0.0,0.0,0.0,0.0,96.0,41.0,18.0,33.0,101.0,8.0,0.0,5.0,102.0,0.0,4.0,6.0,16.0,Watford,FW,
Daryl Janmaat,nl NED,30.0,6.7,341.0,287.0,54.0,1.0,0.0,64.0,9.0,23,0.0,0.0,0.0,0.0,173.0,90.0,78.0,43.0,237.0,8.0,53.0,0.0,257.0,0.0,7.0,4.0,17.0,Watford,DF,
Dimitri Foulquier,fr FRA,26.0,0.7,13.0,12.0,1.0,0.0,0.0,5.0,0.0,1,0.0,0.0,0.0,0.0,7.0,4.0,2.0,2.0,10.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,Watford,MF,DF
Sebastian Prödl,at AUT,32.0,0.6,10.0,10.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,6.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,Watford,DF,
Ignacio Pussetto,ar ARG,23.0,0.8,31.0,27.0,4.0,1.0,0.0,5.0,1.0,4,0.0,0.0,0.0,0.0,9.0,9.0,13.0,4.0,18.0,5.0,3.0,0.0,18.0,0.0,1.0,1.0,0.0,Watford,FW,DF
Isaac Success,ng NGA,23.0,0.8,21.0,21.0,0.0,0.0,0.0,12.0,0.0,2,0.0,0.0,0.0,0.0,12.0,7.0,2.0,1.0,15.0,1.0,0.0,3.0,14.0,0.0,0.0,1.0,2.0,Watford,FW,MF
João Pedro,br BRA,17.0,0.3,14.0,14.0,0.0,0.0,0.0,5.0,0.0,3,0.0,0.0,0.0,0.0,10.0,1.0,3.0,4.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,Watford,FW,MF
Domingos Quina,pt POR,19.0,0.2,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,Watford,MF,
Declan Rice,eng ENG,20.0,38.0,1717.0,1685.0,32.0,28.0,2.0,323.0,81.0,26,0.0,0.0,0.0,0.0,1192.0,236.0,289.0,300.0,1286.0,89.0,4.0,2.0,1476.0,3.0,36.0,21.0,26.0,West Ham,MF,
Mark Noble,eng ENG,32.0,29.7,1499.0,1387.0,112.0,62.0,5.0,268.0,66.0,40,14.0,9.0,2.0,1.0,890.0,287.0,322.0,104.0,1319.0,54.0,9.0,2.0,1217.0,8.0,28.0,28.0,45.0,West Ham,MF,
Angelo Ogbonna,it ITA,31.0,31.0,945.0,925.0,20.0,20.0,0.0,172.0,24.0,1,0.0,0.0,0.0,0.0,577.0,118.0,250.0,568.0,238.0,74.0,0.0,5.0,744.0,5.0,22.0,2.0,8.0,West Ham,DF,
Issa Diop,fr FRA,22.0,30.7,948.0,906.0,42.0,41.0,0.0,135.0,17.0,1,0.0,0.0,0.0,0.0,620.0,102.0,226.0,130.0,686.0,88.0,1.0,2.0,755.0,2.0,29.0,12.0,16.0,West Ham,DF,
Aaron Cresswell,eng ENG,29.0,30.3,1681.0,1292.0,389.0,45.0,3.0,242.0,38.0,127,19.0,11.0,5.0,0.0,796.0,359.0,526.0,1201.0,81.0,41.0,325.0,1.0,1241.0,6.0,41.0,19.0,77.0,West Ham,DF,
Ryan Fredericks,eng ENG,26.0,24.9,1096.0,884.0,212.0,6.0,0.0,170.0,6.0,58,0.0,0.0,0.0,0.0,571.0,175.0,350.0,89.0,716.0,68.0,206.0,2.0,795.0,3.0,15.0,13.0,47.0,West Ham,DF,
Łukasz Fabiański,pl POL,34.0,23.5,672.0,409.0,263.0,69.0,0.0,61.0,21.0,0,0.0,0.0,0.0,0.0,128.0,40.0,504.0,21.0,506.0,0.0,0.0,91.0,378.0,4.0,19.0,1.0,3.0,West Ham,GK,
Sébastien Haller,fr FRA,25.0,25.2,766.0,735.0,31.0,0.0,2.0,322.0,4.0,8,0.0,0.0,0.0,0.0,350.0,199.0,217.0,82.0,439.0,58.0,0.0,23.0,522.0,3.0,8.0,21.0,28.0,West Ham,FW,
Pablo Fornals,es ESP,23.0,24.1,897.0,860.0,37.0,10.0,6.0,222.0,31.0,62,19.0,4.0,9.0,3.0,594.0,167.0,136.0,106.0,753.0,23.0,2.0,5.0,680.0,0.0,13.0,17.0,55.0,West Ham,MF,FW
Felipe Anderson,br BRA,26.0,16.6,934.0,903.0,31.0,9.0,3.0,188.0,23.0,36,5.0,3.0,1.0,0.0,635.0,174.0,125.0,124.0,750.0,31.0,12.0,13.0,725.0,3.0,14.0,28.0,40.0,West Ham,MF,FW
Michail Antonio,eng ENG,29.0,19.6,507.0,467.0,40.0,1.0,5.0,169.0,14.0,49,0.0,0.0,0.0,0.0,249.0,133.0,125.0,49.0,335.0,30.0,25.0,15.0,325.0,4.0,10.0,6.0,36.0,West Ham,FW,
Robert Snodgrass,sco SCO,31.0,16.8,635.0,529.0,106.0,32.0,2.0,113.0,37.0,135,72.0,27.0,24.0,19.0,326.0,103.0,206.0,541.0,53.0,29.0,1.0,2.0,435.0,3.0,6.0,15.0,24.0,West Ham,MF,FW
Manuel Lanzini,ar ARG,26.0,15.3,798.0,737.0,61.0,18.0,3.0,154.0,29.0,42,32.0,17.0,11.0,1.0,583.0,118.0,97.0,87.0,680.0,17.0,2.0,9.0,674.0,3.0,12.0,15.0,13.0,West Ham,MF,FW
Fabián Balbuena,py PAR,27.0,13.1,487.0,469.0,18.0,13.0,1.0,81.0,21.0,1,0.0,0.0,0.0,0.0,288.0,67.0,132.0,69.0,357.0,31.0,5.0,4.0,361.0,3.0,8.0,8.0,13.0,West Ham,DF,
Tomáš Souček,cz CZE,24.0,11.6,392.0,386.0,6.0,3.0,0.0,95.0,11.0,2,1.0,1.0,0.0,0.0,227.0,68.0,97.0,44.0,270.0,34.0,2.0,0.0,274.0,1.0,6.0,5.0,12.0,West Ham,MF,
Jarrod Bowen,eng ENG,22.0,10.2,276.0,247.0,29.0,4.0,1.0,47.0,22.0,59,25.0,20.0,1.0,0.0,157.0,38.0,81.0,204.0,59.0,9.0,0.0,1.0,188.0,0.0,8.0,2.0,16.0,West Ham,FW,
Andriy Yarmolenko,ua UKR,29.0,11.0,424.0,414.0,10.0,4.0,1.0,92.0,20.0,19,3.0,2.0,0.0,1.0,283.0,67.0,74.0,308.0,94.0,15.0,3.0,1.0,338.0,0.0,8.0,7.0,12.0,West Ham,MF,FW
Arthur Masuaku,cd COD,25.0,10.4,588.0,500.0,88.0,8.0,1.0,140.0,18.0,25,0.0,0.0,0.0,0.0,383.0,112.0,93.0,448.0,33.0,23.0,80.0,0.0,472.0,2.0,7.0,10.0,27.0,West Ham,DF,
Roberto,es ESP,33.0,7.6,232.0,155.0,77.0,36.0,0.0,14.0,2.0,0,0.0,0.0,0.0,0.0,53.0,13.0,166.0,7.0,181.0,0.0,0.0,26.0,113.0,1.0,4.0,0.0,0.0,West Ham,GK,
Pablo Zabaleta,ar ARG,34.0,6.6,326.0,258.0,68.0,4.0,0.0,32.0,3.0,15,0.0,0.0,0.0,0.0,158.0,56.0,112.0,27.0,201.0,29.0,64.0,0.0,247.0,0.0,3.0,3.0,14.0,West Ham,DF,
Jeremy Ngakia,eng ENG,18.0,4.9,161.0,116.0,45.0,0.0,0.0,40.0,3.0,12,0.0,0.0,0.0,0.0,54.0,34.0,73.0,18.0,84.0,8.0,45.0,1.0,89.0,0.0,4.0,8.0,9.0,West Ham,DF,
David Martin,eng ENG,33.0,4.8,124.0,61.0,63.0,19.0,0.0,14.0,1.0,0,0.0,0.0,0.0,0.0,14.0,5.0,105.0,1.0,98.0,0.0,0.0,10.0,55.0,0.0,0.0,1.0,0.0,West Ham,GK,
Ben Johnson,eng ENG,19.0,3.0,161.0,132.0,29.0,0.0,0.0,16.0,8.0,11,0.0,0.0,0.0,0.0,72.0,34.0,55.0,19.0,102.0,8.0,29.0,0.0,111.0,1.0,5.0,5.0,8.0,West Ham,DF,
Jack Wilshere,eng ENG,27.0,2.4,73.0,69.0,4.0,3.0,0.0,15.0,0.0,0,0.0,0.0,0.0,0.0,53.0,10.0,10.0,60.0,5.0,1.0,0.0,2.0,61.0,0.0,2.0,2.0,1.0,West Ham,MF,
Darren Randolph,ie IRL,32.0,2.0,40.0,22.0,18.0,4.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,4.0,1.0,35.0,0.0,30.0,0.0,0.0,3.0,22.0,1.0,0.0,0.0,0.0,West Ham,GK,
Carlos Sánchez,co COL,33.0,1.3,55.0,55.0,0.0,0.0,0.0,15.0,1.0,0,0.0,0.0,0.0,0.0,28.0,13.0,14.0,14.0,32.0,5.0,0.0,2.0,45.0,0.0,0.0,1.0,1.0,West Ham,MF,DF
Javier Hernández,mx MEX,31.0,1.2,22.0,18.0,4.0,0.0,0.0,3.0,0.0,1,0.0,0.0,0.0,0.0,17.0,3.0,2.0,6.0,14.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,West Ham,FW,
Albian Ajeti,ch SUI,22.0,1.5,18.0,17.0,1.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,6.0,8.0,4.0,2.0,12.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,West Ham,MF,FW
Nathan Holland,eng ENG,21.0,0.4,14.0,13.0,1.0,0.0,0.0,4.0,0.0,2,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,13.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,West Ham,MF,
Conor Coady,eng ENG,26.0,38.0,1782.0,1748.0,34.0,33.0,3.0,218.0,99.0,0,0.0,0.0,0.0,0.0,1059.0,208.0,515.0,68.0,1584.0,106.0,1.0,4.0,1531.0,3.0,25.0,15.0,15.0,Wolves,DF,
Rui Patrício,pt POR,31.0,38.0,862.0,503.0,359.0,77.0,0.0,52.0,35.0,0,0.0,0.0,0.0,0.0,219.0,60.0,583.0,477.0,179.0,3.0,0.0,124.0,550.0,3.0,31.0,5.0,2.0,Wolves,GK,
Raúl Jiménez,mx MEX,28.0,36.0,1009.0,970.0,39.0,3.0,7.0,300.0,37.0,23,1.0,1.0,0.0,0.0,514.0,297.0,198.0,61.0,798.0,46.0,12.0,45.0,732.0,3.0,20.0,27.0,50.0,Wolves,FW,
Rúben Neves,pt POR,22.0,34.0,1974.0,1913.0,61.0,46.0,5.0,310.0,149.0,31,9.0,3.0,4.0,0.0,1133.0,346.0,495.0,157.0,1692.0,97.0,6.0,4.0,1587.0,4.0,46.0,21.0,24.0,Wolves,MF,
João Moutinho,pt POR,32.0,34.5,2022.0,1697.0,325.0,148.0,7.0,336.0,134.0,216,166.0,35.0,73.0,12.0,1005.0,414.0,603.0,122.0,1781.0,92.0,5.0,6.0,1614.0,4.0,33.0,27.0,38.0,Wolves,MF,
Jonny Castro,es ESP,25.0,32.1,1445.0,1132.0,313.0,8.0,0.0,267.0,18.0,52,2.0,1.0,0.0,0.0,821.0,403.0,221.0,336.0,724.0,52.0,303.0,5.0,1177.0,3.0,22.0,23.0,47.0,Wolves,DF,
Matt Doherty,ie IRL,27.0,31.5,1793.0,1454.0,339.0,5.0,1.0,293.0,23.0,44,0.0,0.0,0.0,0.0,887.0,479.0,427.0,75.0,1180.0,116.0,334.0,12.0,1369.0,3.0,27.0,35.0,59.0,Wolves,DF,
Leander Dendoncker,be BEL,24.0,31.1,1284.0,1267.0,17.0,14.0,1.0,191.0,41.0,8,0.0,0.0,0.0,0.0,908.0,178.0,198.0,209.0,907.0,103.0,2.0,2.0,1087.0,4.0,8.0,20.0,25.0,Wolves,MF,DF
Romain Saïss,ma MAR,29.0,30.1,1541.0,1494.0,47.0,37.0,1.0,187.0,61.0,9,0.0,0.0,0.0,0.0,953.0,225.0,363.0,1232.0,137.0,97.0,10.0,5.0,1252.0,4.0,32.0,18.0,31.0,Wolves,DF,
Adama Traoré,es ESP,23.0,28.9,942.0,888.0,54.0,0.0,3.0,257.0,36.0,182,0.0,0.0,0.0,0.0,514.0,169.0,259.0,85.0,741.0,21.0,54.0,7.0,621.0,1.0,19.0,20.0,70.0,Wolves,FW,MF
Diogo Jota,pt POR,22.0,25.4,861.0,822.0,39.0,0.0,0.0,206.0,22.0,33,1.0,0.0,0.0,0.0,584.0,165.0,112.0,261.0,548.0,22.0,5.0,7.0,681.0,4.0,14.0,15.0,47.0,Wolves,FW,MF
Willy Boly,fr FRA,28.0,22.0,959.0,941.0,18.0,14.0,4.0,148.0,14.0,2,0.0,0.0,0.0,0.0,658.0,103.0,198.0,103.0,755.0,53.0,4.0,3.0,793.0,3.0,14.0,9.0,12.0,Wolves,DF,
Pedro Neto,pt POR,19.0,10.4,397.0,368.0,29.0,8.0,0.0,91.0,14.0,47,12.0,1.0,5.0,0.0,261.0,81.0,55.0,302.0,68.0,16.0,2.0,4.0,303.0,1.0,8.0,7.0,20.0,Wolves,FW,MF
Ryan Bennett,eng ENG,29.0,6.7,239.0,224.0,15.0,3.0,0.0,41.0,8.0,4,0.0,0.0,0.0,0.0,134.0,26.0,79.0,14.0,180.0,17.0,12.0,2.0,185.0,1.0,5.0,3.0,1.0,Wolves,DF,
Rúben Vinagre,pt POR,20.0,7.2,344.0,269.0,75.0,5.0,0.0,64.0,8.0,30,0.0,0.0,0.0,0.0,171.0,95.0,78.0,237.0,24.0,7.0,70.0,1.0,257.0,0.0,9.0,4.0,21.0,Wolves,DF,
Patrick Cutrone,it ITA,21.0,3.3,56.0,49.0,7.0,0.0,0.0,21.0,2.0,6,0.0,0.0,0.0,0.0,33.0,11.0,12.0,9.0,40.0,1.0,0.0,3.0,38.0,0.0,4.0,1.0,0.0,Wolves,FW,
Daniel Podence,pt POR,23.0,3.2,105.0,102.0,3.0,0.0,1.0,18.0,0.0,5,2.0,0.0,1.0,0.0,75.0,13.0,17.0,12.0,90.0,3.0,0.0,0.0,74.0,1.0,3.0,2.0,3.0,Wolves,FW,MF
Max Kilman,eng ENG,22.0,2.1,90.0,90.0,0.0,0.0,0.0,14.0,1.0,0,0.0,0.0,0.0,0.0,67.0,9.0,14.0,76.0,6.0,4.0,0.0,1.0,72.0,2.0,1.0,1.0,1.0,Wolves,DF,
Jesús Vallejo,es ESP,22.0,1.8,104.0,103.0,1.0,1.0,0.0,13.0,3.0,0,0.0,0.0,0.0,0.0,70.0,11.0,23.0,5.0,94.0,2.0,0.0,0.0,81.0,0.0,5.0,1.0,1.0,Wolves,DF,
Morgan Gibbs-White,eng ENG,19.0,1.4,82.0,80.0,2.0,1.0,1.0,17.0,0.0,3,0.0,0.0,0.0,0.0,49.0,17.0,16.0,3.0,68.0,5.0,1.0,2.0,66.0,1.0,2.0,1.0,1.0,Wolves,MF,FW
Bruno Jordão,pt POR,20.0,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Wolves,FW,
