player,nationality,age,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,team,Pos1,Pos2
Jaïro Riedewald,nl NED,22.0,17,7,769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.01,0.05,0.06,0.01,0.06,Crystal Palace,DF,MF
Max Meyer,de GER,23.0,17,6,655,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.09,0.1,0.19,0.09,0.19,Crystal Palace,MF,FW
Wayne Hennessey,wal WAL,32.0,3,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,GK,
Tyrick Mitchell,eng ENG,19.0,4,2,195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.1,Crystal Palace,DF,
Cenk Tosun,tr TUR,28.0,5,2,177,1.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,0.6,0.6,0.0,0.32,0.0,0.32,0.32,0.32,Crystal Palace,FW,
Connor Wickham,eng ENG,26.0,6,0,96,1.0,1.0,0.0,0.0,0.0,0.0,0.94,0.94,1.87,0.94,1.87,1.3,1.3,0.5,1.26,0.47,1.73,1.26,1.73,Crystal Palace,FW,MF
Brandon Pierrick,eng ENG,17.0,2,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,MF,
Víctor Camarasa,es ESP,25.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,MF,
James Daly,eng ENG,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,FW,
John-Kymani Gordon,eng ENG,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,FW,
Stephen Henderson,ie IRL,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,GK,
Nya Kirby,eng ENG,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,MF,
Giovanni McGregor,eng ENG,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,MF,
Nikola Tavares,hr CRO,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,DF,
Sam Woods,eng ENG,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,DF,
Jordan Pickford,eng ENG,25.0,38,38,"3,420",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Everton,GK,
Richarlison,br BRA,22.0,36,36,"3,070",13.0,3.0,0.0,0.0,8.0,0.0,0.38,0.09,0.47,0.38,0.47,9.0,9.0,4.9,0.26,0.14,0.41,0.26,0.41,Everton,FW,
Lucas Digne,fr FRA,26.0,35,35,"3,030",0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.21,0.21,0.0,0.21,1.5,1.5,5.7,0.04,0.17,0.21,0.04,0.21,Everton,DF,
Dominic Calvert-Lewin,eng ENG,22.0,36,30,"2,626",13.0,1.0,0.0,0.0,9.0,0.0,0.45,0.03,0.48,0.45,0.48,13.9,13.9,1.0,0.48,0.03,0.51,0.48,0.51,Everton,FW,
Gylfi Sigurðsson,is ISL,29.0,35,28,"2,560",2.0,3.0,1.0,1.0,3.0,0.0,0.07,0.11,0.18,0.04,0.14,4.2,3.4,3.8,0.15,0.13,0.28,0.12,0.26,Everton,MF,
Michael Keane,eng ENG,26.0,31,28,"2,559",2.0,0.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,1.6,1.6,0.7,0.06,0.02,0.08,0.06,0.08,Everton,DF,
Yerry Mina,co COL,24.0,29,25,"2,284",2.0,1.0,0.0,0.0,3.0,0.0,0.08,0.04,0.12,0.08,0.12,2.2,2.2,0.2,0.08,0.01,0.09,0.08,0.09,Everton,DF,
Mason Holgate,eng ENG,22.0,27,24,"2,054",0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.13,0.13,0.0,0.13,2.2,2.2,0.4,0.1,0.02,0.12,0.1,0.12,Everton,DF,
Tom Davies,eng ENG,21.0,30,23,"2,027",1.0,0.0,0.0,0.0,8.0,0.0,0.04,0.0,0.04,0.04,0.04,1.9,1.9,0.3,0.08,0.01,0.1,0.08,0.1,Everton,MF,
Séamus Coleman,ie IRL,30.0,27,21,"1,839",0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.05,0.05,0.0,0.05,0.7,0.7,0.5,0.03,0.02,0.06,0.03,0.06,Everton,DF,
Alex Iwobi,ng NGA,23.0,25,19,"1,596",1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,2.3,2.3,2.3,0.13,0.13,0.26,0.13,0.26,Everton,MF,FW
Djibril Sidibé,fr FRA,27.0,25,18,"1,824",0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.4,2.1,0.02,0.1,0.12,0.02,0.12,Everton,DF,
André Gomes,pt POR,26.0,19,17,"1,458",0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,0.8,0.02,0.05,0.06,0.02,0.06,Everton,MF,
Theo Walcott,eng ENG,30.0,25,17,"1,287",2.0,3.0,0.0,0.0,1.0,0.0,0.14,0.21,0.35,0.14,0.35,2.7,2.7,2.8,0.19,0.2,0.39,0.19,0.39,Everton,MF,FW
Bernard,br BRA,26.0,27,15,"1,280",3.0,2.0,0.0,0.0,2.0,0.0,0.21,0.14,0.35,0.21,0.35,1.1,1.1,2.0,0.08,0.14,0.22,0.08,0.22,Everton,MF,FW
Fabian Delph,eng ENG,29.0,16,13,"1,190",0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.01,0.02,0.03,0.01,0.03,Everton,MF,
Morgan Schneiderlin,fr FRA,29.0,15,12,"1,001",0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.03,0.02,0.04,0.03,0.04,Everton,MF,
Moise Kean,it ITA,19.0,29,6,852,2.0,2.0,0.0,0.0,1.0,0.0,0.21,0.21,0.42,0.21,0.42,4.2,4.2,1.0,0.45,0.11,0.56,0.45,0.56,Everton,FW,
Anthony Gordon,eng ENG,18.0,11,4,440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.3,0.3,0.4,0.05,0.07,0.12,0.05,0.12,Everton,MF,FW
Leighton Baines,eng ENG,34.0,8,4,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.01,0.18,0.19,0.01,0.19,Everton,DF,
Jarrad Branthwaite,eng ENG,17.0,4,2,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,DF,
Cenk Tosun,tr TUR,28.0,5,2,291,1.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,0.7,0.7,0.1,0.21,0.04,0.25,0.21,0.25,Everton,FW,
Jean-Philippe Gbamin,ci CIV,23.0,2,1,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,MF,
Oumar Niasse,sn SEN,29.0,3,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,FW,
Beni Baningime,cd COD,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,MF,
Lewis Gibson,eng ENG,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,DF,
Jonas Lössl,dk DEN,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,GK,
Cuco Martina,cw CUW,29.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,DF,MF
Ellis Simms,eng ENG,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,FW,
Maarten Stekelenburg,nl NED,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,GK,
João Virgínia,pt POR,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,GK,
Kasper Schmeichel,dk DEN,32.0,38,38,"3,420",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.01,0.01,0.0,0.01,Leicester City,GK,
Jonny Evans,nir NIR,31.0,38,38,"3,383",1.0,1.0,0.0,0.0,8.0,1.0,0.03,0.03,0.05,0.03,0.05,2.6,2.6,0.6,0.07,0.01,0.08,0.07,0.08,Leicester City,DF,
Çağlar Söyüncü,tr TUR,23.0,34,34,"3,036",1.0,1.0,0.0,0.0,4.0,1.0,0.03,0.03,0.06,0.03,0.06,2.2,2.2,0.3,0.06,0.01,0.07,0.06,0.07,Leicester City,DF,
Jamie Vardy,eng ENG,32.0,35,34,"3,033",23.0,5.0,4.0,5.0,2.0,0.0,0.68,0.15,0.83,0.56,0.71,19.8,16.0,5.4,0.59,0.16,0.75,0.47,0.63,Leicester City,FW,
Youri Tielemans,be BEL,22.0,37,32,"2,828",3.0,6.0,0.0,0.0,2.0,0.0,0.1,0.19,0.29,0.1,0.29,3.2,3.2,5.6,0.1,0.18,0.28,0.1,0.28,Leicester City,MF,
Wilfred Ndidi,ng NGA,22.0,32,29,"2,674",2.0,1.0,0.0,0.0,6.0,0.0,0.07,0.03,0.1,0.07,0.1,1.8,1.8,0.4,0.06,0.01,0.07,0.06,0.07,Leicester City,MF,
James Maddison,eng ENG,22.0,31,29,"2,624",6.0,3.0,0.0,0.0,4.0,0.0,0.21,0.1,0.31,0.21,0.31,4.9,4.9,7.1,0.17,0.24,0.41,0.17,0.41,Leicester City,MF,
Ricardo Pereira,pt POR,25.0,28,28,"2,520",3.0,2.0,0.0,0.0,1.0,0.0,0.11,0.07,0.18,0.11,0.18,1.2,1.1,3.6,0.04,0.13,0.17,0.04,0.17,Leicester City,DF,
Ben Chilwell,eng ENG,22.0,27,27,"2,373",3.0,3.0,0.0,0.0,3.0,0.0,0.11,0.11,0.23,0.11,0.23,0.9,0.9,3.5,0.04,0.13,0.17,0.04,0.17,Leicester City,DF,
Ayoze Pérez,es ESP,26.0,33,26,"2,004",8.0,4.0,1.0,1.0,0.0,0.0,0.36,0.18,0.54,0.31,0.49,5.7,4.9,3.8,0.25,0.17,0.42,0.22,0.39,Leicester City,MF,FW
Harvey Barnes,eng ENG,21.0,36,24,"2,083",6.0,8.0,0.0,0.0,0.0,0.0,0.26,0.35,0.6,0.26,0.6,8.6,8.6,3.5,0.37,0.15,0.52,0.37,0.52,Leicester City,MF,FW
Dennis Praet,be BEL,25.0,27,12,"1,134",1.0,2.0,0.0,0.0,2.0,0.0,0.08,0.16,0.24,0.08,0.24,1.3,1.3,0.8,0.11,0.06,0.17,0.11,0.17,Leicester City,MF,
Kelechi Iheanacho,ng NGA,22.0,20,12,960,5.0,3.0,0.0,0.0,1.0,0.0,0.47,0.28,0.75,0.47,0.75,4.8,4.8,2.5,0.45,0.23,0.68,0.45,0.68,Leicester City,FW,
James Justin,eng ENG,21.0,13,11,"1,012",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,0.3,0.3,1.2,0.03,0.1,0.13,0.03,0.13,Leicester City,DF,
Hamza Choudhury,eng ENG,21.0,20,10,893,1.0,1.0,0.0,0.0,4.0,1.0,0.1,0.1,0.2,0.1,0.2,0.5,0.5,0.1,0.05,0.01,0.05,0.05,0.05,Leicester City,MF,
Marc Albrighton,eng ENG,29.0,20,9,867,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.31,0.31,0.0,0.31,0.6,0.6,1.9,0.06,0.19,0.26,0.06,0.26,Leicester City,MF,DF
Christian Fuchs,at AUT,33.0,11,8,772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Leicester City,DF,
Wes Morgan,jm JAM,35.0,11,4,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.0,0.03,0.03,0.03,Leicester City,DF,
Nampalys Mendy,fr FRA,27.0,7,4,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.03,0.0,0.03,Leicester City,MF,
Demarai Gray,eng ENG,23.0,21,3,622,2.0,3.0,0.0,1.0,1.0,0.0,0.29,0.43,0.72,0.29,0.72,2.5,1.8,1.6,0.36,0.23,0.59,0.25,0.48,Leicester City,MF,FW
Ryan Bennett,eng ENG,29.0,5,3,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,DF,
Luke Thomas,eng ENG,,3,3,267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0.0,0.0,0.9,0.0,0.29,0.29,0.0,0.29,Leicester City,DF,
George Hirst,eng ENG,20.0,2,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.96,0.0,0.96,0.96,0.96,Leicester City,FW,
Matty James,eng ENG,28.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,MF,
Filip Benković,hr CRO,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,DF,
Darnell Johnson,eng ENG,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,DF,
Danny Ward,wal WAL,26.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester City,GK,
Virgil van Dijk,nl NED,28.0,38,38,"3,420",5.0,1.0,0.0,0.0,1.0,0.0,0.13,0.03,0.16,0.13,0.16,2.8,2.8,1.3,0.07,0.03,0.11,0.07,0.11,Liverpool,DF,
Trent Alexander-Arnold,eng ENG,20.0,38,35,"3,175",4.0,13.0,0.0,0.0,5.0,0.0,0.11,0.37,0.48,0.11,0.48,2.9,2.9,9.7,0.08,0.27,0.36,0.08,0.36,Liverpool,DF,
Georginio Wijnaldum,nl NED,28.0,37,35,"2,935",4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,3.0,3.0,1.3,0.09,0.04,0.13,0.09,0.13,Liverpool,MF,
Andrew Robertson,sco SCO,25.0,36,34,"3,111",2.0,12.0,0.0,0.0,2.0,0.0,0.06,0.35,0.41,0.06,0.41,1.6,1.6,7.3,0.05,0.21,0.26,0.05,0.26,Liverpool,DF,
Roberto Firmino,br BRA,27.0,38,34,"2,988",9.0,8.0,0.0,0.0,0.0,0.0,0.27,0.24,0.51,0.27,0.51,13.4,13.4,6.1,0.4,0.18,0.59,0.4,0.59,Liverpool,FW,
Mohamed Salah,eg EGY,27.0,34,33,"2,876",19.0,10.0,3.0,3.0,1.0,0.0,0.59,0.31,0.91,0.5,0.81,19.1,16.9,7.1,0.6,0.22,0.82,0.53,0.75,Liverpool,FW,
Sadio Mané,sn SEN,27.0,35,31,"2,747",18.0,7.0,0.0,0.0,3.0,0.0,0.59,0.23,0.82,0.59,0.82,13.5,13.5,7.0,0.44,0.23,0.67,0.44,0.67,Liverpool,FW,
Alisson,br BRA,26.0,29,29,"2,543",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.4,0.0,0.02,0.02,0.0,0.02,Liverpool,GK,
Jordan Henderson,eng ENG,29.0,30,26,"2,238",4.0,5.0,0.0,0.0,2.0,0.0,0.16,0.2,0.36,0.16,0.36,1.4,1.4,3.0,0.06,0.12,0.17,0.06,0.17,Liverpool,MF,
Fabinho,br BRA,25.0,28,22,"2,079",2.0,3.0,0.0,0.0,6.0,0.0,0.09,0.13,0.22,0.09,0.22,0.4,0.4,1.8,0.02,0.08,0.09,0.02,0.09,Liverpool,MF,
Joe Gomez,eng ENG,22.0,28,22,"2,004",0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.01,0.0,0.01,Liverpool,DF,
Alex Oxlade-Chamberlain,eng ENG,25.0,30,17,"1,485",4.0,1.0,0.0,0.0,1.0,0.0,0.24,0.06,0.3,0.24,0.3,3.1,3.1,1.3,0.19,0.08,0.27,0.19,0.27,Liverpool,MF,FW
James Milner,eng ENG,33.0,22,9,937,2.0,2.0,2.0,2.0,4.0,0.0,0.19,0.19,0.38,0.0,0.19,2.1,0.6,0.7,0.2,0.07,0.27,0.05,0.12,Liverpool,MF,DF
Adrián,es ESP,32.0,11,9,875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,GK,
Naby Keïta,gn GUI,24.0,18,9,815,2.0,3.0,0.0,0.0,1.0,0.0,0.22,0.33,0.55,0.22,0.55,1.6,1.6,2.2,0.17,0.25,0.42,0.17,0.42,Liverpool,MF,
Dejan Lovren,hr CRO,30.0,10,9,777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,0.3,0.04,0.04,0.07,0.04,0.07,Liverpool,DF,
Joël Matip,cm CMR,27.0,9,8,703,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.3,0.3,0.0,0.04,0.0,0.04,0.04,0.04,Liverpool,DF,
Divock Origi,be BEL,24.0,28,7,717,4.0,1.0,0.0,0.0,1.0,0.0,0.5,0.13,0.63,0.5,0.63,2.0,2.0,0.2,0.25,0.03,0.28,0.25,0.28,Liverpool,FW,
Adam Lallana,eng ENG,31.0,15,3,382,1.0,1.0,0.0,0.0,1.0,0.0,0.24,0.24,0.47,0.24,0.47,1.0,1.0,0.8,0.25,0.18,0.42,0.25,0.42,Liverpool,MF,FW
Neco Williams,wal WAL,18.0,6,3,230,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.1,0.04,0.14,0.1,0.14,Liverpool,DF,
Takumi Minamino,jp JPN,24.0,10,2,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.52,0.01,0.53,0.52,0.53,Liverpool,FW,MF
Xherdan Shaqiri,ch SUI,27.0,7,2,185,1.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.49,0.49,0.5,0.5,0.2,0.23,0.11,0.34,0.23,0.34,Liverpool,FW,
Curtis Jones,eng ENG,18.0,6,1,126,1.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.71,0.71,0.9,0.9,0.0,0.63,0.0,0.63,0.63,0.63,Liverpool,MF,
Harvey Elliot,eng ENG,16.0,2,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,DF,
Rhian Brewster,eng ENG,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,FW,
Ki-Jana Hoever,nl NED,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,DF,
Caoimhin Kelleher,ie IRL,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,GK,
Andy Lonergan,ie IRL,35.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,GK,
Nathaniel Phillips,eng ENG,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,DF,
Ederson,br BRA,25.0,35,35,"3,071",0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Manchester City,GK,
Kevin De Bruyne,be BEL,28.0,35,32,"2,791",13.0,20.0,2.0,2.0,3.0,0.0,0.42,0.64,1.06,0.35,1.0,7.6,6.1,18.4,0.24,0.59,0.84,0.2,0.79,Manchester City,MF,
