player,nationality,age,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,team,Pos1,Pos2
Raheem Sterling,eng ENG,24.0,33,30,"2,651",20.0,1.0,0.0,2.0,5.0,0.0,0.68,0.03,0.71,0.68,0.71,17.3,15.3,7.1,0.59,0.24,0.83,0.52,0.76,Manchester City,FW,
Rodri,es ESP,23.0,35,29,"2,486",3.0,2.0,0.0,0.0,8.0,0.0,0.11,0.07,0.18,0.11,0.18,1.0,1.0,1.6,0.04,0.06,0.09,0.04,0.09,Manchester City,MF,
Kyle Walker,eng ENG,29.0,29,28,"2,392",1.0,4.0,0.0,0.0,5.0,0.0,0.04,0.15,0.19,0.04,0.19,0.9,0.9,2.2,0.03,0.08,0.12,0.03,0.12,Manchester City,DF,
Fernandinho,br BRA,34.0,30,26,"2,397",0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.04,0.04,0.0,0.04,1.1,1.1,0.6,0.04,0.02,0.06,0.04,0.06,Manchester City,DF,
Bernardo Silva,pt POR,24.0,34,23,"2,030",6.0,7.0,0.0,0.0,5.0,0.0,0.27,0.31,0.58,0.27,0.58,6.7,6.7,5.2,0.3,0.23,0.53,0.3,0.53,Manchester City,FW,MF
David Silva,es ESP,33.0,27,22,"1,826",6.0,10.0,0.0,0.0,0.0,0.0,0.3,0.49,0.79,0.3,0.79,6.4,6.4,5.2,0.31,0.26,0.57,0.31,0.57,Manchester City,MF,
Gabriel Jesus,br BRA,22.0,34,21,"2,030",14.0,7.0,0.0,1.0,3.0,0.0,0.62,0.31,0.93,0.62,0.93,18.6,17.8,3.7,0.82,0.17,0.99,0.79,0.96,Manchester City,FW,
İlkay Gündoğan,de GER,28.0,31,21,"2,020",2.0,1.0,1.0,2.0,7.0,0.0,0.09,0.04,0.13,0.04,0.09,4.5,3.0,2.8,0.2,0.12,0.32,0.13,0.26,Manchester City,MF,
Riyad Mahrez,dz ALG,28.0,33,21,"1,944",11.0,9.0,1.0,1.0,0.0,0.0,0.51,0.42,0.93,0.46,0.88,7.2,6.5,9.0,0.34,0.42,0.75,0.3,0.72,Manchester City,FW,
Nicolás Otamendi,ar ARG,31.0,24,18,"1,715",2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,2.4,2.4,0.2,0.13,0.01,0.13,0.13,0.13,Manchester City,DF,
Benjamin Mendy,fr FRA,25.0,19,18,"1,492",0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,1.4,0.02,0.08,0.1,0.02,0.1,Manchester City,DF,
Sergio Agüero,ar ARG,31.0,24,18,"1,452",16.0,3.0,2.0,3.0,1.0,0.0,0.99,0.19,1.18,0.87,1.05,13.8,11.5,2.4,0.85,0.15,1.0,0.71,0.86,Manchester City,FW,
Aymeric Laporte,fr FRA,25.0,15,14,"1,097",1.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,0.4,0.4,0.1,0.03,0.01,0.04,0.03,0.04,Manchester City,DF,
Oleksandr Zinchenko,ua UKR,22.0,19,13,"1,276",0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.7,0.03,0.12,0.15,0.03,0.15,Manchester City,DF,
João Cancelo,pt POR,25.0,17,13,"1,208",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.7,0.04,0.13,0.17,0.04,0.17,Manchester City,DF,
John Stones,eng ENG,25.0,16,12,"1,122",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.05,0.01,0.05,0.05,0.05,Manchester City,DF,
Phil Foden,eng ENG,19.0,23,9,901,5.0,2.0,0.0,0.0,0.0,0.0,0.5,0.2,0.7,0.5,0.7,4.3,4.3,2.0,0.43,0.2,0.63,0.43,0.63,Manchester City,FW,MF
Eric García,es ESP,18.0,13,8,793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.07,0.02,0.09,0.07,0.09,Manchester City,DF,
Angeliño,es ESP,22.0,6,4,423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.2,0.05,0.26,0.31,0.05,0.31,Manchester City,DF,
Claudio Bravo,cl CHI,36.0,4,3,347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,GK,
Thomas Doyle,eng ENG,17.0,1,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.46,0.0,0.46,0.46,0.46,Manchester City,MF,FW
Leroy Sané,de GER,23.0,1,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.83,0.0,0.83,0.83,0.83,Manchester City,FW,
Scott Carson,eng ENG,33.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,GK,
Taylor Harwood-Bellis,eng ENG,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,DF,
Cole Palmer,eng ENG,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,MF,
David de Gea,es ESP,28.0,38,38,"3,420",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd,GK,
Harry Maguire,eng ENG,26.0,38,38,"3,420",1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.05,0.03,0.05,2.0,2.0,0.5,0.05,0.01,0.07,0.05,0.07,Manchester Utd,DF,
Victor Lindelöf,se SWE,25.0,35,35,"3,092",1.0,0.0,0.0,0.0,6.0,0.0,0.03,0.0,0.03,0.03,0.03,0.4,0.4,0.3,0.01,0.01,0.02,0.01,0.02,Manchester Utd,DF,
Aaron Wan-Bissaka,eng ENG,21.0,35,34,"3,070",0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.12,0.12,0.0,0.12,0.9,0.9,3.0,0.03,0.09,0.12,0.03,0.12,Manchester Utd,DF,
Marcus Rashford,eng ENG,21.0,31,31,"2,643",17.0,7.0,6.0,8.0,3.0,0.0,0.58,0.24,0.82,0.37,0.61,17.6,11.5,4.6,0.6,0.16,0.76,0.39,0.55,Manchester Utd,FW,
Anthony Martial,fr FRA,23.0,32,31,"2,624",17.0,6.0,0.0,1.0,1.0,0.0,0.58,0.21,0.79,0.58,0.79,11.0,10.2,4.2,0.38,0.14,0.52,0.35,0.49,Manchester Utd,FW,
Daniel James,wal WAL,21.0,33,26,"2,287",3.0,6.0,0.0,0.0,4.0,0.0,0.12,0.24,0.35,0.12,0.35,3.6,3.6,4.0,0.14,0.16,0.3,0.14,0.3,Manchester Utd,FW,
Fred,br BRA,26.0,29,23,"2,163",0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2.5,0.08,0.1,0.18,0.08,0.18,Manchester Utd,MF,
Scott McTominay,sco SCO,22.0,27,20,"1,772",4.0,1.0,0.0,0.0,2.0,0.0,0.2,0.05,0.25,0.2,0.25,1.5,1.5,0.7,0.07,0.03,0.11,0.07,0.11,Manchester Utd,MF,
Luke Shaw,eng ENG,24.0,24,20,"1,733",0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3,0.03,0.07,0.09,0.03,0.09,Manchester Utd,DF,
Nemanja Matić,rs SRB,30.0,21,18,"1,581",0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.11,0.11,0.0,0.11,0.2,0.2,1.3,0.01,0.07,0.08,0.01,0.08,Manchester Utd,MF,
Andreas Pereira,br BRA,23.0,25,18,"1,484",1.0,3.0,0.0,0.0,3.0,0.0,0.06,0.18,0.24,0.06,0.24,2.4,2.4,4.0,0.15,0.24,0.39,0.15,0.39,Manchester Utd,MF,FW
Bruno Fernandes,pt POR,24.0,14,14,"1,186",8.0,7.0,4.0,4.0,2.0,0.0,0.61,0.53,1.14,0.3,0.83,5.9,2.8,2.6,0.45,0.19,0.64,0.22,0.41,Manchester Utd,MF,
Paul Pogba,fr FRA,26.0,16,13,"1,204",1.0,3.0,0.0,1.0,1.0,0.0,0.07,0.22,0.3,0.07,0.3,1.9,1.2,2.7,0.14,0.2,0.35,0.09,0.29,Manchester Utd,MF,
Mason Greenwood,eng ENG,17.0,31,12,"1,320",10.0,1.0,0.0,0.0,0.0,0.0,0.68,0.07,0.75,0.68,0.75,3.7,3.7,0.7,0.25,0.05,0.3,0.25,0.3,Manchester Utd,FW,
Brandon Williams,eng ENG,18.0,17,11,"1,006",1.0,0.0,0.0,0.0,6.0,0.0,0.09,0.0,0.09,0.09,0.09,0.7,0.7,0.6,0.06,0.05,0.11,0.06,0.11,Manchester Utd,DF,
Ashley Young,eng ENG,34.0,12,10,955,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2,0.01,0.12,0.13,0.01,0.13,Manchester Utd,DF,
Jesse Lingard,eng ENG,26.0,22,9,935,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,2.7,2.7,0.9,0.26,0.09,0.35,0.26,0.35,Manchester Utd,MF,FW
Juan Mata,es ESP,31.0,19,8,758,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.24,1.2,1.2,1.9,0.14,0.23,0.37,0.14,0.37,Manchester Utd,MF,FW
Axel Tuanzebe,eng ENG,21.0,5,2,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd,DF,
Timothy Fosu-Mensah,nl NED,21.0,3,2,136,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.04,0.08,0.13,0.04,0.13,Manchester Utd,DF,
Phil Jones,eng ENG,27.0,2,2,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.1,0.1,0.1,Manchester Utd,DF,
Eric Bailly,ci CIV,25.0,4,1,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd,DF,
Marcos Rojo,ar ARG,29.0,3,1,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.0,0.08,0.08,0.08,Manchester Utd,DF,
Diogo Dalot,pt POR,20.0,4,1,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.22,0.0,0.22,0.22,0.22,Manchester Utd,DF,
Odion Ighalo,ng NGA,30.0,11,0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.32,0.15,1.48,1.32,1.48,Manchester Utd,FW,
Tahith Chong,nl NED,19.0,3,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.13,0.0,0.13,0.13,0.13,Manchester Utd,FW,MF
Angel Gomes,eng ENG,18.0,2,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.54,0.54,0.0,0.54,Manchester Utd,MF,
James Garner,eng ENG,18.0,1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd,MF,
Lee Grant,eng ENG,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd,GK,
Sergio Romero,ar ARG,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester Utd,GK,
Martin Dúbravka,sk SVK,30.0,38,38,"3,420",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd,GK,
Miguel Almirón,py PAR,25.0,36,35,"3,021",4.0,2.0,0.0,0.0,5.0,0.0,0.12,0.06,0.18,0.12,0.18,6.4,6.4,1.4,0.19,0.04,0.23,0.19,0.23,Newcastle Utd,MF,FW
Joelinton,br BRA,22.0,38,32,"2,683",2.0,2.0,0.0,0.0,7.0,0.0,0.07,0.07,0.13,0.07,0.13,4.8,4.8,2.4,0.16,0.08,0.24,0.16,0.24,Newcastle Utd,FW,
Federico Fernández,ar ARG,30.0,32,29,"2,620",2.0,2.0,0.0,0.0,8.0,0.0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,0.2,0.06,0.01,0.07,0.06,0.07,Newcastle Utd,DF,
Isaac Hayden,eng ENG,24.0,29,26,"2,223",1.0,2.0,0.0,0.0,4.0,1.0,0.04,0.08,0.12,0.04,0.12,1.2,1.2,1.5,0.05,0.06,0.11,0.05,0.11,Newcastle Utd,MF,
Jonjo Shelvey,eng ENG,27.0,26,25,"2,119",6.0,2.0,0.0,0.0,3.0,0.0,0.25,0.08,0.34,0.25,0.34,2.4,2.4,3.7,0.1,0.16,0.26,0.1,0.26,Newcastle Utd,MF,
Jamaal Lascelles,eng ENG,25.0,24,24,"2,076",1.0,0.0,0.0,0.0,5.0,0.0,0.04,0.0,0.04,0.04,0.04,0.3,0.3,0.1,0.01,0.01,0.02,0.01,0.02,Newcastle Utd,DF,
Allan Saint-Maximin,fr FRA,22.0,26,23,"1,863",3.0,4.0,0.0,0.0,0.0,0.0,0.14,0.19,0.34,0.14,0.34,3.0,3.0,3.6,0.15,0.17,0.32,0.15,0.32,Newcastle Utd,MF,FW
Fabian Schär,ch SUI,27.0,22,18,"1,672",2.0,0.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11,1.1,1.1,0.1,0.06,0.01,0.07,0.06,0.07,Newcastle Utd,DF,MF
Javier Manquillo,es ESP,25.0,21,18,"1,599",0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,0.1,0.1,0.4,0.0,0.02,0.03,0.0,0.03,Newcastle Utd,DF,
Jetro Willems,nl NED,25.0,19,18,"1,493",2.0,2.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,0.6,0.6,1.2,0.03,0.07,0.11,0.03,0.11,Newcastle Utd,DF,
Sean Longstaff,eng ENG,21.0,23,14,"1,378",1.0,1.0,0.0,0.0,2.0,1.0,0.07,0.07,0.13,0.07,0.13,1.0,1.0,1.0,0.06,0.06,0.13,0.06,0.13,Newcastle Utd,MF,
Matt Ritchie,sco SCO,29.0,18,14,"1,315",2.0,1.0,0.0,1.0,4.0,0.0,0.14,0.07,0.21,0.14,0.21,1.5,0.7,2.2,0.1,0.15,0.25,0.05,0.2,Newcastle Utd,DF,MF
Paul Dummett,wal WAL,27.0,16,14,"1,228",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Newcastle Utd,DF,
Ciaran Clark,ie IRL,29.0,14,14,"1,186",2.0,0.0,0.0,0.0,3.0,0.0,0.15,0.0,0.15,0.15,0.15,1.3,1.3,0.0,0.1,0.0,0.1,0.1,0.1,Newcastle Utd,DF,
Emil Krafth,se SWE,24.0,17,11,"1,020",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.3,0.3,0.4,0.03,0.04,0.06,0.03,0.06,Newcastle Utd,DF,
DeAndre Yedlin,us USA,26.0,16,10,938,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,0.6,0.6,0.3,0.06,0.03,0.09,0.06,0.09,Newcastle Utd,DF,
Danny Rose,eng ENG,29.0,11,10,863,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.02,0.0,0.02,Newcastle Utd,DF,
Dwight Gayle,eng ENG,28.0,20,10,850,4.0,2.0,0.0,0.0,2.0,0.0,0.42,0.21,0.64,0.42,0.64,4.5,4.5,0.8,0.48,0.08,0.56,0.48,0.56,Newcastle Utd,FW,
Nabil Bentaleb,dz ALG,24.0,12,8,751,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Newcastle Utd,MF,
Christian Atsu,gh GHA,27.0,19,6,749,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.36,0.36,0.0,0.36,0.2,0.2,0.9,0.02,0.11,0.13,0.02,0.13,Newcastle Utd,FW,MF
Matthew Longstaff,eng ENG,19.0,9,6,575,2.0,0.0,0.0,0.0,1.0,0.0,0.31,0.0,0.31,0.31,0.31,0.4,0.4,0.2,0.07,0.03,0.1,0.07,0.1,Newcastle Utd,MF,
Andy Carroll,eng ENG,30.0,19,4,632,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.57,0.57,0.0,0.57,0.9,0.9,1.7,0.13,0.24,0.36,0.13,0.36,Newcastle Utd,FW,
Valentino Lazaro,at AUT,23.0,13,4,480,1.0,0.0,0.0,0.0,0.0,1.0,0.19,0.0,0.19,0.19,0.19,0.4,0.4,0.2,0.08,0.04,0.12,0.08,0.12,Newcastle Utd,DF,MF
Florian Lejeune,fr FRA,28.0,6,4,442,2.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,0.5,0.5,0.1,0.1,0.01,0.11,0.1,0.11,Newcastle Utd,DF,
Yoshinori Mutō,jp JPN,27.0,8,2,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.03,0.03,0.05,0.03,0.05,Newcastle Utd,FW,MF
Ki Sung-yueng,kr KOR,30.0,3,1,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.0,0.05,Newcastle Utd,MF,
Kelland Watts,eng ENG,19.0,1,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd,DF,
Thomas Allan,eng ENG,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd,MF,
Karl Darlow,eng ENG,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd,GK,
Rob Elliot,ie IRL,33.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd,GK,
Liam Gibson,eng ENG,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd,DF,
Jack Young,eng ENG,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle Utd,MF,
Max Aarons,eng ENG,19.0,36,36,"3,240",0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.03,0.03,0.0,0.03,0.5,0.5,3.4,0.01,0.09,0.11,0.01,0.11,Norwich City,DF,
Tim Krul,nl NED,31.0,36,36,"3,240",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich City,GK,
Teemu Pukki,fi FIN,29.0,36,33,"2,886",11.0,3.0,2.0,2.0,3.0,0.0,0.34,0.09,0.44,0.28,0.37,12.4,10.8,3.1,0.39,0.1,0.48,0.34,0.43,Norwich City,FW,
Kenny McLean,sco SCO,27.0,37,32,"2,968",1.0,1.0,0.0,0.0,5.0,0.0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,2.1,0.04,0.07,0.11,0.04,0.11,Norwich City,MF,
Ben Godfrey,eng ENG,21.0,30,30,"2,644",0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.03,0.0,0.03,0.03,0.03,Norwich City,DF,
Todd Cantwell,eng ENG,21.0,37,30,"2,489",6.0,2.0,0.0,0.0,6.0,0.0,0.22,0.07,0.29,0.22,0.29,5.9,5.9,2.7,0.21,0.1,0.31,0.21,0.31,Norwich City,FW,MF
Emi Buendía,ar ARG,22.0,36,28,"2,464",1.0,7.0,0.0,0.0,6.0,1.0,0.04,0.26,0.29,0.04,0.29,2.3,2.3,7.2,0.08,0.26,0.35,0.08,0.35,Norwich City,FW,MF
Alexander Tettey,no NOR,33.0,30,28,"2,338",1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.8,0.03,0.03,0.06,0.03,0.06,Norwich City,MF,DF
Jamal Lewis,nir NIR,21.0,28,25,"2,304",1.0,0.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,0.3,0.3,1.0,0.01,0.04,0.05,0.01,0.05,Norwich City,DF,
Christoph Zimmermann,de GER,26.0,17,16,"1,430",0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Norwich City,DF,
Sam Byram,eng ENG,25.0,17,15,"1,293",0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.5,0.08,0.04,0.12,0.08,0.12,Norwich City,DF,
